Time & Date,Country,Event,Actual,Previous,Consensus,Forecast
10:00 AM,GR,GDP Growth Rate QoQ Q3,0.60%,1.3% ®,,0.40%
10:00 AM,GR,GDP Growth Rate YoY Q3,2.30%,2.8% ®,,2.10%
11:30 AM,ES,Consumer Confidence NOV,77.4,73.3,,71.5
2:30 PM,DE,Bundesbank Balz Speech,,,,
,EU,EcoFin Meeting,,,,
Friday December 06 2019,,,Actual,Previous,Consensus,Forecast
7:00 AM,DE,Industrial Production MoM OCT,-1.70%,-0.60%,0.10%,0.30%
7:45 AM,FR,Balance of Trade OCT,€-4.73B,€-5.42B ®,€-4.8B,€-3.4B
8:30 AM,GB,Halifax House Price Index MoM NOV,1%,-0.10%,-0.70%,0.10%
8:30 AM,GB,Halifax House Price Index YoY NOV,2.10%,0.90%,1%,1.20%
9:00 AM,IT,Retail Sales MoM OCT,-0.20%,0.6% ®,-0.40%,-0.30%
10:00 AM,MT,GDP Growth Rate YoY Q3,3.40%,4.9% ®,,5.50%
1:00 PM,DE,Bundesbank Buch Speech,,,,
Monday December 09 2019,,,Actual,Previous,Consensus,Forecast
7:00 AM,DE,Balance of Trade OCT,€21.5B,€21.2B ®,,€17.5B
8:00 AM,CZ,Unemployment Rate NOV,2.60%,2.60%,2.60%,2.60%
10:00 AM,CY,GDP Growth Rate QoQ Final Q3,0.40%,1% ®,,0.70%
10:00 AM,CY,GDP Growth Rate YoY Final Q3,3.40%,3.20%,,3%
Tuesday December 10 2019,,,Actual,Previous,Consensus,Forecast
7:45 AM,FR,Industrial Production MoM OCT,0.40%,0.4% ®,0.20%,0.40%
9:00 AM,IT,Industrial Production MoM OCT,-0.30%,-0.40%,-0.20%,-0.20%
9:30 AM,GB,Balance of Trade OCT,£-5.19B,£-1.92B ®,,£-3.0B
9:30 AM,GB,Manufacturing Production YoY OCT,-1.20%,-1.80%,-1.40%,-1.70%
9:30 AM,GB,GDP 3-Month Avg OCT,0%,0.30%,0.00%,0.10%
9:30 AM,GB,Industrial Production YoY OCT,-1.30%,-1.40%,-1.20%,-1.30%
9:30 AM,GB,Industrial Production MoM OCT,0.10%,-0.30%,0.20%,0.10%
9:30 AM,GB,Construction Output YoY OCT,-2.10%,0.50%,-0.10%,-0.20%
10:00 AM,EA,ZEW Economic Sentiment Index DEC,11.2,-1,-17.7,2
10:00 AM,DE,ZEW Economic Sentiment Index DEC,10.7,-2.1,0.3,1
Wednesday December 11 2019,,,Actual,Previous,Consensus,Forecast
8:30 AM,SE,CPIF YoY NOV,1.70%,1.50%,1.60%,1.80%
8:30 AM,SE,Inflation Rate MoM NOV,0.10%,0%,0.00%,0.10%
8:55 AM,IS,CBI Interest Rate Decision,3%,3%,,3%
Thursday December 12 2019,,,Actual,Previous,Consensus,Forecast
7:00 AM,DE,Inflation Rate YoY Final NOV,1.10%,1.10%,1.10%,1.10%
7:45 AM,FR,Inflation Rate YoY Final NOV,1.00%,0.80%,1.00%,1.00%
8:30 AM,SE,Unemployment Rate NOV,6.80%,6.00%,6.30%,6.10%
9:00 AM,FR,IEA Oil Market Report,,,,
10:00 AM,EA,Industrial Production YoY OCT,-2.20%,-1.8% ®,-2.30%,-2.40%
10:00 AM,EA,Industrial Production MoM OCT,-0.50%,-0.1% ®,-0.50%,-0.30%
11:00 AM,IE,Inflation Rate YoY NOV,1.10%,0.70%,,1.00%
12:45 PM,EA,ECB Interest Rate Decision,0%,0%,0%,0%
12:45 PM,EA,Marginal Lending Rate,0.25%,0.25%,0.25%,0.25%
12:45 PM,EA,Deposit Facility Rate,-0.50%,-0.50%,-0.50%,-0.50%
1:30 PM,EA,ECB Press Conference,,,,
,EU,European Council Meeting,,,,
Friday December 13 2019,,,Actual,Previous,Consensus,Forecast
7:00 AM,DE,Wholesale Prices MoM NOV,-0.10%,-0.10%,,0.20%
7:00 AM,DE,Wholesale Prices YoY NOV,-2.50%,-2.30%,,-2.20%
7:30 AM,DE,Bundesbank Semi-Annual Forecasts,,,,
8:00 AM,EA,ECB Guindos Speech,,,,
11:00 AM,IE,GDP Growth Rate YoY Q3,5%,4.9% ®,,4.50%
11:00 AM,IE,GDP Growth Rate QoQ Q3,1.70%,-0.1% ®,,1.50%
5:00 PM,EA,ECB Guindos Speech,,,,
,EA,Euro Summit,,,,
,EU,European Council Meeting,,,,
Monday December 16 2019,,,Actual,Previous,Consensus,Forecast
8:15 AM,FR,Markit Manufacturing PMI Flash DEC,50.3,51.7,51.5,51.5
8:15 AM,FR,Markit Services PMI Flash DEC,52.4,52.2,52.1,52
8:30 AM,DE,Markit Manufacturing PMI Flash DEC,43.4,44.1,44.5,45.1
8:30 AM,DE,Markit Services PMI Flash DEC,52,51.7,52,51.5
9:00 AM,EA,Markit Manufacturing PMI Flash DEC,45.9,46.9,47.3,47.5
9:00 AM,EA,Markit Services PMI Flash DEC,52.4,51.9,52,51.5
9:00 AM,IT,Inflation Rate YoY Final NOV,0.20%,0.20%,0.40%,0.40%
9:30 AM,GB,Markit/CIPS Manufacturing PMI Flash DEC,47.4,48.9,47.6,49.5
9:30 AM,GB,Markit/CIPS UK Services PMI Flash DEC,49,49.3,49.6,49.8
12:30 PM,EA,ECB Lane Speech,,,,
1:00 PM,EA,ECB Guindos Speech,,,,
5:00 PM,GB,BoE Stress Test Results,,,,
5:00 PM,GB,BoE Systemic Risk Survey Results,,,,
5:00 PM,GB,BoE Financial Stability Report,,,,
5:00 PM,GB,BoE FPC Record,,,,
5:30 PM,GB,BoE Press Conference,,,,
Tuesday December 17 2019,,,Actual,Previous,Consensus,Forecast
9:00 AM,IT,Balance of Trade OCT,€8.057B,€2.686B ®,€4.966B,€3.6B
9:30 AM,GB,Claimant Count Change NOV,28.8K,26.4K ®,24.5K,29K
9:30 AM,GB,Average Earnings excl. Bonus OCT,3.50%,3.60%,3.40%,3.50%
9:30 AM,GB,Average Earnings incl. Bonus OCT,3.20%,3.7% ®,3.40%,3.50%
9:30 AM,GB,Unemployment Rate OCT,3.80%,3.80%,3.90%,3.80%
9:30 AM,GB,BoE FPC Minutes,,,,
9:30 AM,GB,Employment Change SEP,24K,-58K,-10K,15K
10:00 AM,EA,Balance of Trade OCT,€28B,€18.7B,€17B,€15.4B
11:00 AM,GB,CBI Industrial Trends Orders DEC,-28,-26,,-12
1:00 PM,HU,Deposit Interest Rate DEC,-0.05%,-0.05%,-0.05%,-0.05%
1:00 PM,HU,Interest Rate Decision,0.90%,0.90%,0.90%,0.90%
1:30 PM,EA,ECB Lane Speech,,,,
7:15 PM,GB,BoE Gov Carney Speech,,,,
Wednesday December 18 2019,,,Actual,Previous,Consensus,Forecast
7:00 AM,DE,PPI MoM NOV,0%,-0.20%,0.10%,-0.10%
8:30 AM,EA,ECB President Lagarde Speech,,,,
9:00 AM,DE,Ifo Business Climate DEC,96.3,95.1 ®,95.5,95.9
9:00 AM,PL,Employment Growth YoY NOV,2.60%,2.50%,2.50%,2.50%
9:30 AM,GB,Inflation Rate YoY NOV,1.50%,1.50%,1.40%,1.40%
9:30 AM,GB,Inflation Rate MoM NOV,0.20%,-0.20%,0.20%,0.20%
9:30 AM,GB,Core Inflation Rate YoY NOV,1.70%,1.70%,1.70%,1.60%
10:00 AM,EA,Inflation Rate MoM NOV,-0.30%,0.10%,-0.30%,-0.30%
10:00 AM,EA,Inflation Rate YoY Final NOV,1%,0.70%,1%,1%
10:00 AM,EA,Construction Output YoY OCT,0.30%,-0.3% ®,2.40%,2%
10:00 AM,EA,Core Inflation Rate YoY Final NOV,1.30%,1.10%,1.30%,1.30%
11:15 AM,EA,ECB Cœuré Speech,,,,
12:00 PM,CZ,CNB Interest Rate Decision,2%,2%,2%,2%
,EA,ECB Non-Monetary Policy Meeting,,,,
Thursday December 19 2019,,,Actual,Previous,Consensus,Forecast
5:30 AM,NL,Unemployment Rate NOV,3.50%,3.50%,,3.40%
7:45 AM,FR,Business Confidence DEC,102,102 ®,99,100
8:30 AM,SE,Riksbank Rate Decision,0%,-0.25%,0%,0%
9:00 AM,IS,Unemployment Rate NOV,4.30%,3.60%,,3.40%
9:30 AM,GB,Retail Sales YoY NOV,1%,3.10%,2.10%,2.30%
9:30 AM,GB,Retail Sales MoM NOV,-0.60%,0% ®,0.30%,0.40%
11:00 AM,GB,CBI Distributive Trades DEC,0,-3,3,1
12:00 PM,GB,BoE MPC Vote Cut,2/9,2/9,2/9,2/9
12:00 PM,GB,BoE MPC Vote Unchanged,7/9,7/9,7/9,7/9
12:00 PM,GB,BoE MPC Vote Hike,0/9,0/9,0/9,0/9
12:00 PM,GB,MPC Meeting Minutes,,,,
12:00 PM,GB,BoE Quantitative Easing,£435B,£435B,£435B,£435B
12:00 PM,GB,BoE Interest Rate Decision,0.75%,0.75%,0.75%,0.75%
3:30 PM,EA,ECB Lane Speech,,,,
,EA,ECB General Council Meeting,,,,
Friday December 20 2019,,,Actual,Previous,Consensus,Forecast
12:01 AM,GB,GfK Consumer Confidence DEC,-11,-14,-14,-12
5:30 AM,NL,Consumer Confidence DEC,-2,-2,,-4
6:00 AM,FI,Unemployment Rate NOV,5.90%,6.20%,,6.20%
7:00 AM,DK,GDP Growth Rate YoY Final Q3,2.30%,2.6% ®,,2.20%
7:00 AM,DK,GDP Growth Rate QoQ Final Q3,0.40%,1.0% ®,,0.30%
7:00 AM,DE,GfK Consumer Confidence JAN,9.6,9.7,9.8,9.7
9:00 AM,IT,Business Confidence DEC,99.1,99 ®,99.1,99.5
9:00 AM,IT,Consumer Confidence DEC,110.8,108.6 ®,109,111
9:30 AM,GB,Current Account Q3,£-15.86B,£-24.152B ®,£-16B,£-18.7B
9:30 AM,GB,GDP Growth Rate QoQ Final Q3,0.40%,-0.20%,0.30%,0.30%
9:30 AM,GB,GDP Growth Rate YoY Final Q3,1.10%,1.2% ®,1%,1%
9:30 AM,GB,Business Investment QoQ Final Q3,0%,0.1% ®,0%,0%
9:30 AM,GB,Business Investment YoY Final Q3,0.50%,-0.4% ®,-0.60%,-0.60%
9:40 AM,SK,Unemployment Rate NOV,4.90%,4.90%,4.89%,4.90%
10:00 AM,HR,Unemployment Rate NOV,7.70%,7.20%,,7.40%
10:00 AM,GR,Unemployment Rate SEP,16.80%,16.9% ®,,16.50%
10:00 AM,LU,Unemployment Rate NOV,5.40%,5.30%,,5.30%
10:00 AM,ES,Balance of Trade OCT,€-2.58B,€-4.26B,,€-3.6B
10:00 AM,GB,BoE Haskel Speech,,,,
11:00 AM,LU,GDP Growth Rate YoY Q3,3.00%,3.2% ®,,2.30%
11:00 AM,LU,GDP Growth Rate QoQ Q3,0.20%,2.1% ®,,0.70%
12:00 PM,GB,BoE Quarterly Bulletin,,,,
2:00 PM,SI,Unemployment Rate OCT,7.40%,7.20%,,7.30%
3:00 PM,EA,Consumer Confidence Flash DEC,-8.1,-7.2,-7,-7
Monday December 23 2019,,,Actual,Previous,Consensus,Forecast
9:00 AM,PL,Unemployment Rate NOV,5.10%,5%,5.10%,5.10%
11:25 AM,MT,Unemployment Rate Q3,3.40%,3.40%,,3.70%
Tuesday December 24 2019,,,Actual,Previous,Consensus,Forecast
5:30 AM,NL,GDP Growth Rate QoQ Final Q3,0.40%,0.40%,0.40%,0.40%
5:30 AM,NL,GDP Growth Rate YoY Final Q3,1.90%,1.80%,1.90%,1.90%
Thursday December 26 2019,,,Actual,Previous,Consensus,Forecast
11:00 AM,FR,Unemployment Benefit Claims NOV,-27.8K,4K,,-12K
Friday December 27 2019,,,Actual,Previous,Consensus,Forecast
9:00 AM,EA,ECB Economic Bulletin,,,,
Monday December 30 2019,,,Actual,Previous,Consensus,Forecast
8:00 AM,ES,GDP Growth Rate QoQ Final Q3,0.40%,0.40%,0.40%,0.40%
8:00 AM,ES,GDP Growth Rate YoY Final Q3,1.90%,2%,2%,2%
9:30 AM,GB,UK Finance Mortgage Approvals NOV,43.7K,41.3K ®,,41.9K
Thursday January 02 2020,,,Actual,Previous,Consensus,Forecast
8:15 AM,ES,Markit Manufacturing PMI DEC,47.4,47.5,47,47.4
8:30 AM,AT,Unemployment Rate DEC,8.50%,7.30%,,8.50%
8:45 AM,IT,Markit/ADACI Manufacturing PMI DEC,46.2,47.6,47.2,47.5
8:50 AM,FR,Markit Manufacturing PMI Final DEC,50.4,51.7,50.3,50.3
8:55 AM,DE,Markit Manufacturing PMI Final DEC,43.7,44.1,43.4,43.4
9:00 AM,EA,Markit Manufacturing PMI Final DEC,46.3,46.9,45.9,45.9
9:30 AM,GB,Markit/CIPS Manufacturing PMI Final DEC,47.5,48.9,47.6,47.4
Friday January 03 2020,,,Actual,Previous,Consensus,Forecast
7:00 AM,DE,Unemployment Rate Harmonised NOV,3.10%,3.10%,,3.10%
7:00 AM,GB,Nationwide Housing Prices YoY DEC,1.40%,0.80%,1.40%,1.30%
7:00 AM,GB,Nationwide Housing Prices MoM DEC,0.10%,0.50%,0%,-0.10%
7:45 AM,FR,Inflation Rate YoY Prel DEC,1.40%,1.00%,,1.20%
8:00 AM,ES,Unemployment Change DEC,-34.6K,20.5K,,-45.5K
8:55 AM,DE,Unemployment Rate DEC,5%,5%,5%,5%
8:55 AM,DE,Unemployment Change DEC,8K,-14K ®,2K,3K
9:30 AM,GB,Construction PMI DEC,44.4,45.3,45.9,45.9
9:30 AM,GB,BoE Consumer Credit NOV,£0.563B,£1.339B ®,£1B,£1.2B
9:30 AM,GB,Mortgage Approvals NOV,64.99K,64.66K ®,64.45K,64.2K
9:30 AM,GB,Mortgage Lending NOV,£4.05B,£4.31B ®,£3.9B,£3.8B
1:00 PM,DE,Inflation Rate YoY Prel DEC,1.50%,1.10%,1.40%,1.30%
Sunday January 05 2020,,,Actual,Previous,Consensus,Forecast
6:15 PM,EA,ECB Lane Speech,,,,
Monday January 06 2020,,,Actual,Previous,Consensus,Forecast
7:00 AM,DE,Retail Sales MoM NOV,2.10%,-1.3% ®,1.10%,1.50%
7:00 AM,DE,Retail Sales YoY NOV,2.80%,1.4% ®,3.90%,1.20%
8:15 AM,ES,Markit Services PMI DEC,54.9,53.2,53.9,53.4
8:45 AM,IT,Markit/ADACI Services PMI DEC,51.1,50.4,51,50.7
8:50 AM,FR,Markit Services PMI Final DEC,52.4,52.2,52.4,52.4
8:55 AM,DE,Markit Services PMI Final DEC,52.9,51.7,52,52
9:00 AM,EA,Markit Services PMI Final DEC,52.8,51.9,52.4,52.4
9:30 AM,GB,Markit/CIPS UK Services PMI Final DEC,50,49.3,49.2,49
Tuesday January 07 2020,,,Actual,Previous,Consensus,Forecast
8:00 AM,HU,Unemployment Rate NOV,3.50%,3.50%,,3.50%
8:30 AM,DE,Construction PMI DEC,53.8,52.5,,50.8
10:00 AM,EA,Retail Sales YoY NOV,2.20%,1.7% ®,1.30%,1.50%
10:00 AM,EA,Retail Sales MoM NOV,1%,-0.3% ®,0.60%,0.70%
10:00 AM,EA,Inflation Rate YoY Flash DEC,1.30%,1%,1.30%,1.20%
10:00 AM,EA,Core Inflation Rate YoY Flash DEC,1.30%,1.30%,1.30%,1.30%
10:00 AM,IT,Inflation Rate YoY Prel DEC,0.50%,0.20%,0.60%,0.50%
11:00 AM,IE,Unemployment Rate DEC,4.80%,4.80%,,4.70%
11:30 AM,ES,Consumer Confidence DEC,77.7,77.4,,75
Wednesday January 08 2020,,,Actual,Previous,Consensus,Forecast
7:00 AM,DK,Unemployment Rate NOV,3.70%,3.70%,,3.80%
7:00 AM,DE,Factory Orders MoM NOV,-1.30%,0.2% ®,0.30%,0.30%
7:45 AM,FR,Consumer Confidence DEC,102,105 ®,104,105
7:45 AM,FR,Balance of Trade NOV,€-5.58B,€-4.91B ®,€-5B,€-4.9B
8:30 AM,SE,Monetary Policy Meeting Minutes,,,,
8:30 AM,GB,Halifax House Price Index MoM DEC,1.70%,1.2% ®,-0.20%,-0.40%
8:30 AM,GB,Halifax House Price Index YoY DEC,4%,2.10%,1.50%,1.70%
10:00 AM,EA,Business Confidence DEC,-0.25,-0.21 ®,-0.16,-0.1
10:00 AM,EA,Consumer Confidence Final DEC,-8.1,-7.2,-8.1,-8.1
10:00 AM,EA,Economic Sentiment DEC,101.5,101.2 ®,101.4,101.7
11:00 AM,RO,Interest Rate Decision,2.50%,2.50%,2.50%,2.50%
11:30 AM,ES,Business Confidence DEC,-1.9,-3.2 ®,,-4
1:00 PM,EA,ECB Guindos Speech,,,,
1:10 PM,PL,Interest Rate Decision,1.50%,1.50%,1.50%,1.50%
Thursday January 09 2020,,,Actual,Previous,Consensus,Forecast
5:30 AM,NL,Inflation Rate YoY DEC,2.70%,2.60%,,2.50%
7:00 AM,DE,Balance of Trade NOV,€18.3B,€21.3B ®,,€19.9B
7:00 AM,DE,Industrial Production MoM NOV,1.10%,-1.0% ®,0.70%,1%
7:00 AM,RO,Unemployment Rate NOV,4%,4%,,4%
8:00 AM,CZ,Unemployment Rate DEC,2.90%,2.60%,2.90%,2.70%
9:00 AM,IT,Unemployment Rate NOV,9.70%,9.70%,9.80%,9.50%
9:30 AM,GB,BoE Gov Carney Speech,,,,
10:00 AM,CY,Unemployment Rate NOV,7.70%,7.3% ®,,7%
10:00 AM,EA,Unemployment Rate NOV,7.50%,7.50%,7.50%,7.50%
10:00 AM,GR,Unemployment Rate OCT,16.60%,16.80%,,16.50%
3:45 PM,EA,ECB Lane Speech,,,,
7:20 PM,DE,Bundesbank Weidmann Speech,,,,
Friday January 10 2020,,,Actual,Previous,Consensus,Forecast
7:45 AM,FR,Industrial Production MoM NOV,0.30%,0.5% ®,0.10%,0.30%
9:00 AM,IT,Industrial Production MoM NOV,0.10%,-0.30%,0%,0.20%
Monday January 13 2020,,,Actual,Previous,Consensus,Forecast
7:00 AM,DE,Wholesale Prices MoM DEC,0%,-0.10%,,0.20%
7:00 AM,DE,Wholesale Prices YoY DEC,-1.30%,-2.50%,,-1.10%
9:00 AM,IT,Retail Sales MoM NOV,-0.20%,-0.3% ®,0.30%,0.50%
9:30 AM,GB,Balance of Trade NOV,£4.03B,£-1.34B ®,,£-3.2B
9:30 AM,GB,GDP 3-Month Avg NOV,0.10%,0.2% ®,-0.10%,0.00%
9:30 AM,GB,Manufacturing Production YoY NOV,-2%,-0.3% ®,-1.70%,-1.60%
9:30 AM,GB,Industrial Production YoY NOV,-1.60%,-0.6% ®,-1.40%,-1.40%
9:30 AM,GB,Industrial Production MoM NOV,-1.20%,0.4% ®,-0.10%,-0.20%
9:30 AM,GB,Construction Output YoY NOV,2.00%,-0.3% ®,-1.40%,-1.80%
Tuesday January 14 2020,,,Actual,Previous,Consensus,Forecast
7:00 AM,RO,GDP Growth Rate QoQ Final Q3,0.50%,0.80%,,0.60%
7:00 AM,RO,GDP Growth Rate YoY Final Q3,3.00%,4.40%,,3.00%
8:30 AM,EA,ECB Mersch Speech,,,,
Wednesday January 15 2020,,,Actual,Previous,Consensus,Forecast
7:45 AM,FR,Inflation Rate YoY Final DEC,1.50%,1.00%,1.40%,1.40%
8:30 AM,SE,Inflation Rate MoM DEC,0.40%,0.10%,0.40%,0.30%
8:30 AM,SE,CPIF YoY DEC,1.70%,1.70%,1.70%,1.60%
8:40 AM,GB,BoE Saunders Speech,,,,
9:00 AM,DE,Full Year GDP Growth 2019,0.60%,1.50%,0.60%,0.50%
9:00 AM,DE,Government Budget 2019,1.50%,1.90%,,1.10%
9:30 AM,GB,Inflation Rate YoY DEC,1.30%,1.50%,1.50%,1.50%
9:30 AM,GB,Inflation Rate MoM DEC,0%,0.20%,0.20%,0.20%
9:30 AM,GB,Core Inflation Rate YoY DEC,1.40%,1.70%,1.70%,1.60%
10:00 AM,EA,Industrial Production YoY NOV,-1.50%,-2.6% ®,-1.10%,-1.40%
10:00 AM,EA,Industrial Production MoM NOV,0.20%,-0.9% ®,0.30%,0.20%
10:00 AM,EA,Balance of Trade NOV,€20.7B,€28B,€23.3B,€19.9B
6:00 PM,DE,Bundesbank Weidmann Speech,,,,
Thursday January 16 2020,,,Actual,Previous,Consensus,Forecast
5:30 AM,NL,Unemployment Rate DEC,3.20%,3.5% ®,,3.40%
7:00 AM,DE,Inflation Rate YoY Final DEC,1.50%,1.10%,1.50%,1.50%
9:00 AM,FR,IEA Oil Market Report,,,,
11:00 AM,IE,Inflation Rate YoY DEC,1.30%,1.10%,,0.80%
12:30 PM,EA,ECB Monetary Policy Meeting Accounts,,,,
6:00 PM,EA,ECB Lagarde Speech,,,,
Friday January 17 2020,,,Actual,Previous,Consensus,Forecast
9:00 AM,IT,Balance of Trade NOV,€4.872B,€8.057B,€6.106B,
9:30 AM,GB,Retail Sales MoM DEC,-0.60%,-0.8% ®,0.50%,0.90%
9:30 AM,GB,Retail Sales YoY DEC,0.90%,0.8% ®,2.60%,3.20%
10:00 AM,EA,Inflation Rate MoM DEC,0.30%,-0.30%,0.30%,0.30%
10:00 AM,EA,Inflation Rate YoY Final DEC,1.30%,1%,1.30%,1.30%
10:00 AM,EA,Construction Output YoY NOV,1.40%,0.9% ®,1.90%,-0.60%
10:00 AM,EA,Core Inflation Rate YoY Final DEC,1.30%,1.30%,1.30%,1.30%
10:00 AM,IT,Inflation Rate YoY Final DEC,0.50%,0.20%,0.50%,0.50%
Monday January 20 2020,,,Actual,Previous,Consensus,Forecast
7:00 AM,DE,PPI MoM DEC,0.10%,0%,0.20%,0.20%
9:30 AM,SK,Unemployment Rate DEC,4.90%,4.90%,4.98%,5%
10:00 AM,HR,Unemployment Rate DEC,7.90%,7.70%,,7.80%
10:00 AM,LU,Unemployment Rate DEC,5.40%,5.40%,,5.30%
5:00 PM,DE,Bundesbank Beermann Speech,,,,
6:30 PM,EA,ECB President Lagarde Speech,,,,
,EA,Eurogroup Meeting,,,,
Tuesday January 21 2020,,,Actual,Previous,Consensus,Forecast
9:00 AM,PL,Employment Growth YoY DEC,2.60%,2.60%,2.60%,2.50%
9:00 AM,ES,Balance of Trade NOV,€-1.86B,€-2.58B,,€-2.6B
9:30 AM,GB,Claimant Count Change DEC,14.9K,14.9K ®,22.6K,26K
9:30 AM,GB,Unemployment Rate NOV,3.80%,3.80%,3.80%,3.80%
9:30 AM,GB,Average Earnings excl. Bonus NOV,3.40%,3.50%,3.40%,3.30%
9:30 AM,GB,Average Earnings incl. Bonus NOV,3.20%,3.20%,3.10%,3.20%
9:30 AM,GB,Employment Change OCT,208K,24K,104K,95K
10:00 AM,EA,ZEW Economic Sentiment Index JAN,25.6,11.2,5.5,6
10:00 AM,DE,ZEW Economic Sentiment Index JAN,26.7,10.7,15,15
11:30 AM,SI,Unemployment Rate NOV,7.40%,7.40%,,7.50%
,EU,EcoFin Meeting,,,,
Wednesday January 22 2020,,,Actual,Previous,Consensus,Forecast
5:30 AM,NL,Consumer Confidence JAN,-3,-2,,-3
7:45 AM,FR,Business Confidence JAN,100,98 ®,101,101
11:00 AM,GB,CBI Industrial Trends Orders JAN,-22,-28,-23,-16
11:00 AM,GB,CBI Business Optimism Index Q1,23,-44,,-28
Thursday January 23 2020,,,Actual,Previous,Consensus,Forecast
8:30 AM,SE,Unemployment Rate DEC,6%,6.80%,,6.70%
12:00 PM,PL,Monetary Policy Meeting Minutes,,,,
12:45 PM,EA,Marginal Lending Rate,0.25%,0.25%,0.25%,0.25%
12:45 PM,EA,Deposit Facility Rate,-0.50%,-0.50%,-0.50%,-0.50%
12:45 PM,EA,ECB Interest Rate Decision,0%,0%,0%,0%
1:30 PM,EA,ECB Press Conference,,,,
3:00 PM,EA,Consumer Confidence Flash JAN,-8.1,-8.1,-7.8,-7.4
7:00 PM,EA,ECB President Lagarde Speech,,,,
Friday January 24 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,FI,Unemployment Rate DEC,6%,5.90%,,6%
8:15 AM,FR,Markit Services PMI Flash JAN,51.7,52.4,52.2,52.1
8:15 AM,FR,Markit Manufacturing PMI Flash JAN,51,50.4,50.6,50.5
8:30 AM,DE,Markit Services PMI Flash JAN,54.2,52.9,53,52.8
8:30 AM,DE,Markit Manufacturing PMI Flash JAN,45.2,43.7,45.2,44.2
9:00 AM,EA,Markit Manufacturing PMI Flash JAN,47.8,46.3,46.8,46.9
9:00 AM,EA,Markit Services PMI Flash JAN,52.2,52.8,52.8,52.9
9:30 AM,GB,Markit/CIPS Manufacturing PMI Flash JAN,49.8,47.5,49.8,48.4
9:30 AM,GB,Markit/CIPS UK Services PMI Flash JAN,52.9,50,52.9,50.7
10:30 AM,EA,ECB President Lagarde Speech,,,,
Monday January 27 2020,,,Actual,Previous,Consensus,Forecast
9:00 AM,DE,Ifo Business Climate JAN,95.9,96.3,97,97.3
9:00 AM,PL,Unemployment Rate DEC,5.20%,5.10%,5.20%,5.20%
9:30 AM,GB,UK Finance Mortgage Approvals DEC,46.815K,44.058K ®,,42.5K
11:00 AM,FR,Unemployment Benefit Claims DEC,-10K,-27.8K,,-4K
3:00 PM,DE,Bundesbank Balz Speech,,,,
Tuesday January 28 2020,,,Actual,Previous,Consensus,Forecast
8:00 AM,ES,Unemployment Rate Q4,13.80%,13.92%,14%,13.80%
11:00 AM,GB,CBI Distributive Trades JAN,0,0,3,5
1:00 PM,HU,Deposit Interest Rate JAN,-0.05%,-0.05%,-0.05%,-0.05%
1:00 PM,HU,Interest Rate Decision,0.90%,0.90%,0.90%,0.90%
Wednesday January 29 2020,,,Actual,Previous,Consensus,Forecast
7:00 AM,DE,GfK Consumer Confidence FEB,9.9,9.7 ®,9.6,9.7
7:00 AM,GB,Nationwide Housing Prices YoY JAN,1.90%,1.40%,1.50%,1.60%
7:00 AM,GB,Nationwide Housing Prices MoM JAN,0.50%,0.10%,0.30%,
7:45 AM,FR,Consumer Confidence JAN,104,102,102,101
8:00 AM,HU,Unemployment Rate DEC,3.30%,3.50%,,3.50%
8:40 AM,DE,Bundesbank Mauderer Speech,,,,
9:00 AM,IT,Consumer Confidence JAN,111.8,110.8,110.5,110.1
9:00 AM,IT,Business Confidence JAN,99.9,99.3 ®,99.3,99.5
,PL,Full Year GDP Growth 2019,4%,5.10%,4.20%,4.20%
Thursday January 30 2020,,,Actual,Previous,Consensus,Forecast
7:00 AM,DK,Unemployment Rate DEC,3.70%,3.70%,,3.80%
7:00 AM,DE,Unemployment Rate Harmonised DEC,3.20%,3.2% ®,,3%
7:00 AM,RO,Unemployment Rate DEC,3.90%,4%,,4.10%
8:00 AM,AT,GDP Growth Rate YoY Flash Q4,1.10%,1.6% ®,,1.40%
8:00 AM,AT,GDP Growth Rate QoQ Flash Q4,0.30%,0.20%,0.20%,0.40%
8:55 AM,DE,Unemployment Rate JAN,5%,5%,5%,5%
8:55 AM,DE,Unemployment Change JAN,-2K,8K,5K,7K
9:00 AM,IS,Unemployment Rate DEC,3.90%,4.1% ®,,3.20%
9:00 AM,IT,Unemployment Rate DEC,9.80%,9.8% ®,9.70%,9.60%
10:00 AM,CY,Unemployment Rate DEC,7.60%,7.70%,,7.10%
10:00 AM,EA,Business Confidence JAN,-0.23,-0.32 ®,-0.19,-0.18
10:00 AM,EA,Unemployment Rate DEC,7.40%,7.50%,7.50%,7.50%
10:00 AM,EA,Consumer Confidence Final JAN,-8.1,-8.1,-8.1,-8.1
10:00 AM,EA,Economic Sentiment JAN,102.8,101.3 ®,101.8,101.9
11:30 AM,ES,Business Confidence JAN,-5.6,-1.9,,-2.3
12:00 PM,GB,BoE Inflation Report,,,,
12:00 PM,GB,BoE Interest Rate Decision,0.75%,0.75%,0.75%,0.75%
12:00 PM,GB,MPC Meeting Minutes,,,,
12:00 PM,GB,BoE Quantitative Easing,£435B,£435B,£435B,£435B
12:00 PM,GB,BoE MPC Vote Hike,0/9,0/9,0/9,0/9
12:00 PM,GB,BoE MPC Vote Unchanged,7/9,7/9,6/9,6/9
12:00 PM,GB,BoE MPC Vote Cut,2/9,2/9,3/9,4/9
